mention_name,mention_type,mention_popularity,mention_address,no_of_blogFiles,mention_found_in_blogFiles
northern california,locality,103,"Northern Frontier, San Diego, San Diego County, California, United States of America",202,"anaheim_and_berkeley.json,anaheim_and_monterey.json,anaheim_and_san francisco.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_fremont.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_napa.json,avalon_and_oakland.json,avalon_and_sacramento.json,avalon_and_san diego.json,anaheim_and_napa.json,avalon_and_malibu.json,bakersfield_and_san bernardino.json,beverly hills_and_pismo beach.json,beverly hills_and_sausalito.json,avalon_and_santa cruz.json,avalon_and_temecula.json,bakersfield_and_berkeley.json,bakersfield_and_fremont.json,bakersfield_and_long beach.json,bakersfield_and_malibu.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_riverside.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,bakersfield_and_temecula.json,berkeley_and_malibu.json,berkeley_and_pasadena.json,berkeley_and_riverside.json,berkeley_and_san bernardino.json,berkeley_and_san diego.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_beverly hills.json,berkeley_and_carlsbad.json,berkeley_and_huntington beach.json,berkeley_and_irvine.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san diego.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,big bear lake_and_monterey.json,big bear lake_and_napa.json,big bear lake_and_oakland.json,big bear lake_and_santa barbara.json,carlsbad_and_irvine.json,carlsbad_and_long beach.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,carlsbad_and_pasadena.json,carlsbad_and_pismo beach.json,carlsbad_and_san jose.json,carlsbad_and_santa barbara.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,fremont_and_san bernardino.json,fresno_and_huntington beach.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_pasadena.json,fresno_and_san diego.json,fresno_and_santa ana.json,fresno_and_santa monica.json,huntington beach_and_mammoth lakes.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_san diego.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_monterey.json,irvine_and_sacramento.json,irvine_and_san diego.json,irvine_and_santa barbara.json,irvine_and_santa cruz.json,irvine_and_sausalito.json,carlsbad_and_los angeles.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_malibu.json,long beach_and_napa.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_sausalito.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_napa.json,long beach_and_malibu.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_san diego.json,los angeles_and_san francisco.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,malibu_and_napa.json,malibu_and_newport beach.json,malibu_and_oakland.json,malibu_and_pismo beach.json,malibu_and_san diego.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa barbara.json,malibu_and_sausalito.json,mammoth lakes_and_newport beach.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san diego.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_temecula.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_san bernardino.json,monterey_and_san diego.json,monterey_and_santa barbara.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pasadena.json,napa_and_riverside.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_santa barbara.json,napa_and_santa clarita.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,napa_and_temecula.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san diego.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa barbara.json,newport beach_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_san diego.json,oakland_and_santa barbara.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san diego.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_santa cruz.json,pasadena_and_stockton.json,pasadena_and_temecula.json,pismo beach_and_santa monica.json,riverside_and_sacramento.json,riverside_and_san jose.json,riverside_and_santa cruz.json,riverside_and_sausalito.json,sacramento_and_temecula.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san diego_and_sausalito.json,san francisco_and_santa barbara.json,san jose_and_santa clarita.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san jose_and_santa monica.json,san jose_and_temecula.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa monica.json,santa ana_and_sausalito.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa monica_and_sausalito.json,sausalito_and_temecula.json"
south coast highway,secondary,2,"South Coast Highway, Oceanside, San Diego County, California, 92054, United States of America",8,"anaheim_and_san diego.json,avalon_and_san diego.json,bakersfield_and_san diego.json,fresno_and_san diego.json,monterey_and_san diego.json,riverside_and_san diego.json,san diego_and_san jose.json,san diego_and_stockton.json"
northern san diego,locality,1,"Northern Frontier, San Diego, San Diego County, California, United States of America",6,"bakersfield_and_newport beach.json,big bear lake_and_santa barbara.json,irvine_and_santa barbara.json,san francisco_and_santa barbara.json,san luis obispo_and_santa ana.json,santa barbara_and_stockton.json"
colombo,residential,3,"Colombo Drive, San José, Santa Clara County, California, 95130, United States of America",5,"berkeley_and_san luis obispo.json,beverly hills_and_monterey.json,beverly hills_and_san jose.json,long beach_and_san jose.json,pasadena_and_san jose.json"
rancho cucamonga,city,7,"Rancho Cucamonga, San Bernardino County, California, United States of America",11,"bakersfield_and_long beach.json,beverly hills_and_big bear lake.json,big bear lake_and_santa monica.json,fresno_and_san bernardino.json,long beach_and_oakland.json,long beach_and_san bernardino.json,oakland_and_san bernardino.json,san bernardino_and_santa ana.json,san bernardino_and_temecula.json,big bear lake_and_huntington beach.json,stockton_and_temecula.json"
' lake tahoe,water,1,"Lake Tahoe, Placer County, California, United States of America",1,long beach_and_sacramento.json
san antonio creek trail,footway,2,"San Antonio Creek Trail, El Sueno, Santa Barbara County, California, 93105, United States of America",4,"big bear lake_and_santa clarita.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
st. paul,residential,1,"Saint Paul, Sparr Heights, Montrose, Glendale, Los Angeles County, California, 91208, United States of America",1,long beach_and_oakland.json
centennial boulevard,tertiary,2,"Centennial Boulevard, Santa Clara, Santa Clara County, California, 95054, United States of America",14,"fremont_and_san francisco.json,fremont_and_san jose.json,fremont_and_santa clarita.json,fresno_and_san jose.json,fresno_and_santa clarita.json,oakland_and_san jose.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san francisco_and_santa clarita.json,san francisco_and_stockton.json,san jose_and_santa clarita.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,santa clarita_and_stockton.json"
the strip,hamlet,1,"Cherokee Strip, Kern County, California, United States of America",1,fremont_and_santa barbara.json
la freeway,abandoned,2,"California, San Gabriel River Freeway, Pico Rivera, Los Angeles County, California, 90601, United States of America",2,"long beach_and_santa clarita.json,mammoth lakes_and_santa clarita.json"
los angeles st.,tertiary,1,"Los Angeles Street, Baldwin Park, Los Angeles County, California, 91706, United States of America",1,anaheim_and_los angeles.json
lytle creek,hamlet,1,"Lytle Creek, San Bernardino County, California, United States of America",1,malibu_and_riverside.json
taos,residential,3,"Taos, Dove Canyon, Rancho Santa Margarita, Orange County, California, 92688, United States of America",5,"avalon_and_carlsbad.json,beverly hills_and_big bear lake.json,carlsbad_and_santa ana.json,carlsbad_and_santa barbara.json,carlsbad_and_los angeles.json"
rogue valley,residential,1,"Rogue River Avenue, Fountain Valley, Orange County, California, 92708, United States of America",1,riverside_and_san francisco.json
main street usa,secondary,4,"Main Street, Burbank, Los Angeles County, California, 91502, United States of America",20,"anaheim_and_los angeles.json,avalon_and_beverly hills.json,bakersfield_and_los angeles.json,berkeley_and_los angeles.json,fremont_and_los angeles.json,fresno_and_los angeles.json,irvine_and_los angeles.json,carlsbad_and_los angeles.json,los angeles_and_malibu.json,los angeles_and_napa.json,long beach_and_los angeles.json,los angeles_and_oakland.json,los angeles_and_riverside.json,los angeles_and_sacramento.json,los angeles_and_san bernardino.json,los angeles_and_santa clarita.json,los angeles_and_santa monica.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,san bernardino_and_santa monica.json"
mount ritter,peak,1,"Mount Ritter, Madera County, California, United States of America",11,"bakersfield_and_mammoth lakes.json,bakersfield_and_sacramento.json,berkeley_and_fresno.json,fresno_and_long beach.json,fresno_and_sacramento.json,fresno_and_riverside.json,long beach_and_mammoth lakes.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_stockton.json,riverside_and_sacramento.json,riverside_and_stockton.json"
oxford circle,residential,1,"Oxford Circle, Stockton, San Joaquin County, California, 95204, United States of America",1,sacramento_and_stockton.json
santa barbara point,city,2,"Santa Barbara, Santa Barbara County, California, United States of America",4,"big bear lake_and_santa clarita.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
yachats,house,1,"Planet Yachats, 4090, Burton Drive, Fiscalini Ranch Preserve, Cambria, San Luis Obispo County, California, 93428, United States of America",1,newport beach_and_sausalito.json
cambridge,residential,1,"Cambridge, Nicolas Valley, Temecula, Riverside County, California, 92596, United States of America",1,beverly hills_and_big bear lake.json
lewis s. eaton trail,footway,2,"Lewis S. Eaton Trail, Fresno County, California, 93720, United States of America",3,"mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"
forestiere underground gardens,attraction,4,"Forestiere Underground Gardens, 5021, West Shaw Avenue, Highway City, Fresno County, California, 93722, United States of America",6,"avalon_and_fresno.json,bakersfield_and_fresno.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_sausalito.json"
orchard village road,residential,1,"Orchard Village Road, Newhall, Santa Clarita, Los Angeles County, California, 91355, United States of America",3,"beverly hills_and_santa clarita.json,long beach_and_santa clarita.json,los angeles_and_santa clarita.json"
mammoth lakes,administrative,101,"Mammoth Lakes, Mono County, California, United States of America",69,"anaheim_and_berkeley.json,anaheim_and_fresno.json,anaheim_and_mammoth lakes.json,anaheim_and_sausalito.json,avalon_and_mammoth lakes.json,bakersfield_and_mammoth lakes.json,bakersfield_and_temecula.json,berkeley_and_mammoth lakes.json,berkeley_and_santa monica.json,berkeley_and_temecula.json,berkeley_and_big bear lake.json,berkeley_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_san jose.json,big bear lake_and_mammoth lakes.json,big bear lake_and_stockton.json,carlsbad_and_fresno.json,carlsbad_and_mammoth lakes.json,carlsbad_and_oakland.json,carlsbad_and_pismo beach.json,carlsbad_and_sacramento.json,carlsbad_and_santa cruz.json,fremont_and_malibu.json,fremont_and_mammoth lakes.json,fremont_and_san bernardino.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_mammoth lakes.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_santa monica.json,huntington beach_and_mammoth lakes.json,huntington beach_and_sausalito.json,irvine_and_mammoth lakes.json,los angeles_and_mammoth lakes.json,long beach_and_mammoth lakes.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_newport beach.json,mammoth lakes_and_oakland.json,mammoth lakes_and_pasadena.json,malibu_and_mammoth lakes.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san bernardino.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,mammoth lakes_and_pismo beach.json,mammoth lakes_and_sausalito.json,monterey_and_santa monica.json,oakland_and_pasadena.json,oakland_and_santa monica.json,pasadena_and_sacramento.json,pasadena_and_sausalito.json,sacramento_and_santa monica.json,san bernardino_and_sausalito.json,newport beach_and_sausalito.json,san jose_and_temecula.json,santa monica_and_sausalito.json"
