City,Attraction,URL,ReviewCount,Address,ContactNo,Review,Rank,Total Attractions,KnownFor
Porterville,Tabitha Max Blueberry Farm,https://www.tripadvisor.com/Attraction_Review-g32917-d10408561-Reviews-Tabitha_Max_Blueberry_Farm-Porterville_California.html,1,"14757 Road 208 , Porterville , CA 93257",,"??? Pick your own berries ??? We found this great little pick-your-own berry patch during our visit to Sequoia National Park. The prices were reasonable and the berries were delicious. We do not get this... read more Reviewed June 6, 2016 cg343804 , Lyman, Wyoming Add Photo Write a Review 1 Review from our TripAdvisor Community Which Porterville hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (1) Very good (0) Average (0) Poor (0) Terrible (0) Traveler type Families (1) Couples (0) Solo (0) Business (0) Friends (0) Time of year Mar-May (0) Jun-Aug (1) Sep-Nov (0) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Tabitha Max Blueberry Farm Click to rate cg343804 Lyman, Wyoming Level Contributor 14 reviews 6 attraction reviews 3 helpful votes ??? Pick your own berries ??? Reviewed June 6, 2016 We found this great little pick-your-own berry patch during our visit to Sequoia National Park. The prices were reasonable and the berries were delicious. We do not get this experience very often living in the cold. My children loved picking for about 30 minutes. We have five kids between 7 and 15. We got a lot of berries in early... More Helpful? Thank cg343804 Report Updating list... Travelers who viewed Tabitha Max Blueberry Farm also viewed Lake Success 8 Reviews Porterville, CA Country Pleasures Gifts and Guns 1 Review Porterville, CA Eagle Mountain Casino 22 Reviews Porterville, CA Exeter Murals 18 Reviews Exeter, CA All things to do in Porterville (7) Been to Tabitha Max Blueberry Farm? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Here's what previous visitors have asked, with answers from representatives of Tabitha Max Blueberry Farm and other visitors 1 question Ask a question William W what time of year did you go? 3 months ago Problem with this question? Show all answers (1) Answer See all questions (1) Questions? Get answers from Tabitha Max Blueberry Farm staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near Tabitha Max Blueberry Farm Top-rated Attractions Nearby 13 Reviews McDermont Field House 18 Reviews Exeter Murals 58 Reviews Tulare Outlet Center Browse all attractions Top-rated Restaurants Nearby 82 Reviews Black Bear Diner 27 Reviews Chaguitos 5 Reviews Del Taco Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#3,7,
Laguna Beach,Pacific Marine Mammal Center,https://www.tripadvisor.com/Attraction_Review-g32588-d292235-Reviews-Pacific_Marine_Mammal_Center-Laguna_Beach_California.html,195,"20612 Laguna Canyon Rd , Laguna Beach , CA 92651-1137",+1 949-494-3050,,#6,66,"Nature & Wildlife Areas , Nature & Parks"
Laguna Beach,"1,000 Steps Beach",https://www.tripadvisor.com/Attraction_Review-g32588-d561800-Reviews-1_000_Steps_Beach-Laguna_Beach_California.html,214,"31972 Pacific Coast Hwy , Laguna Beach , CA 92651",,,#8,66,"Beaches , Nature & Parks , Outdoor Activities"
Laguna Beach,Heisler Park,https://www.tripadvisor.com/Attraction_Review-g32588-d2627614-Reviews-Heisler_Park-Laguna_Beach_California.html,829,"375 Cliff Dr , Laguna Beach , CA 92651-1623",(949) 497-3311,,#1,66,Nature & Parks
Porterville,Eagle Mountain Casino,https://www.tripadvisor.com/Attraction_Review-g32917-d4985651-Reviews-Eagle_Mountain_Casino-Porterville_California.html,22,"681 S Reservation Rd , Porterville , CA 93257-9684",(559) 788-6220,"??? Small but fun! ??? We visit here once in a while to relax and just enjoy time to go by. It is pretty much a small casino but has most of the games you can enjoy. Reviewed February 28, 2014 TarsierReviews , Modesto, California Add Photo Write a Review 22 Reviews from our TripAdvisor Community Which Porterville hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * Read reviews that mention: All reviews non smokers small casino mexican food lots of fun day trip deer rows river Review tags are currently only available for English language reviews. Read reviews in English Go back Traveler rating Excellent (8) Very good (4) Average (6) Poor (2) Terrible (1) Traveler type Families (4) Couples (9) Solo (5) Business (0) Friends (3) Time of year Mar-May (6) Jun-Aug (9) Sep-Nov (0) Dec-Feb (6) Language All languages English (21) Spanish (1) Showing 21: English reviews Clear all TarsierReviews Modesto, California Level Contributor 100 reviews 34 attraction reviews 60 helpful votes ??? Small but fun! ??? Reviewed February 28, 2014 We visit here once in a while to relax and just enjoy time to go by. It is pretty much a small casino but has most of the games you can enjoy. Helpful? 2 Thank TarsierReviews Report Previous Next 1 2 3 Updating list... Travelers who viewed Eagle Mountain Casino also viewed Lake Success 8 Reviews Porterville, CA Tabitha Max Blueberry Farm 1 Review Porterville, CA Country Pleasures Gifts and Guns 1 Review Porterville, CA Trail of 100 Giants 128 Reviews Ponderosa, CA All things to do in Porterville (7) Been to Eagle Mountain Casino? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Here's what previous visitors have asked, with answers from representatives of Eagle Mountain Casino and other visitors 1 question Ask a question Questions? Get answers from Eagle Mountain Casino staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Will you pick up and drop off at my hotel? I have a family of 7. Can your tour accommodate all of us together? How should I dress for this tour? About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#1,7,
Porterville,Country Pleasures Gifts and Guns,https://www.tripadvisor.com/Attraction_Review-g32917-d8799768-Reviews-Country_Pleasures_Gifts_and_Guns-Porterville_California.html,1,"177 N Main St , Porterville , CA 93257-3734",+1 559-784-6451,"??? A definate Country Pleasure! ??? Love this quaint country store in this quaint country town. Friendly, helpful and full of fabulous finds!! Reviewed November 8, 2015 EaglerockGertie , Minnehaha Springs, West Virginia, United States Add Photo Write a Review 1 Review from our TripAdvisor Community Which Porterville hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (1) Very good (0) Average (0) Poor (0) Terrible (0) Traveler type Families (1) Couples (0) Solo (0) Business (0) Friends (0) Time of year Mar-May (0) Jun-Aug (0) Sep-Nov (1) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Country Pleasures Gifts and Guns Click to rate EaglerockGertie Minnehaha Springs, West Virginia, United States Level Contributor 13 reviews 5 attraction reviews 6 helpful votes ??? A definate Country Pleasure! ??? Reviewed November 8, 2015 Love this quaint country store in this quaint country town. Friendly, helpful and full of fabulous finds!! Helpful? Thank EaglerockGertie Report Updating list... Travelers who viewed Country Pleasures Gifts and Guns also viewed Tabitha Max Blueberry Farm 1 Review Porterville, CA Lake Success 8 Reviews Porterville, CA Eagle Mountain Casino 22 Reviews Porterville, CA Tokopah Falls 78 Reviews Three Rivers, CA All things to do in Porterville (7) Been to Country Pleasures Gifts and Guns? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Country Pleasures Gifts and Guns staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Do I have to buy a ticket for my infant? How do I get there using public transportation? Is there a restaurant or caf?? onsite? Near Country Pleasures Gifts and Guns Top-rated Attractions Nearby 13 Reviews McDermont Field House 18 Reviews Exeter Murals 58 Reviews Tulare Outlet Center Browse all attractions Top-rated Restaurants Nearby 21 Reviews The Oak Pit Steakhouse 13 Reviews La Fuente 13 Reviews Vientiane Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#4,7,
Porterville,Lake Success,https://www.tripadvisor.com/Attraction_Review-g32917-d9762055-Reviews-Lake_Success-Porterville_California.html,8,"29330 Highway 190 , Porterville , CA 93257-9632",,,#2,7,
Moorpark,America's Teaching Zoo at Moorpark College,https://www.tripadvisor.com/Attraction_Review-g32741-d2525574-Reviews-America_s_Teaching_Zoo_at_Moorpark_College-Moorpark_California.html,23,"7075 Campus Rd , Moorpark , CA 93021-1605",18053781441,,#2,9,
Imperial Beach,Tijuana River National Estuarine Research Reserve,https://www.tripadvisor.com/Attraction_Review-g32522-d8389880-Reviews-Tijuana_River_National_Estuarine_Research_Reserve-Imperial_Beach_California.html,24,"301 Caspian Way , Imperial Beach , CA 91932-3149",619-575-3613,,#2,5,
Imperial Beach,Kristy Murphy's Siren Surf Adventures,https://www.tripadvisor.com/Attraction_Review-g32522-d3162338-Reviews-Kristy_Murphy_s_Siren_Surf_Adventures-Imperial_Beach_California.html,20,"po 1971 , Imperial Beach , CA 91933-1971",5613898068,,#3,5,
Imperial Beach,Bayshore Bikeway,https://www.tripadvisor.com/Attraction_Review-g32522-d3935806-Reviews-Bayshore_Bikeway-Imperial_Beach_California.html,10,"1201 1st St , Coronado Ferry Landing , Imperial Beach , CA 92118-1462",,,#4,5,
Truckee,Martis Peak Fire Lookout,https://www.tripadvisor.com/Attraction_Review-g33191-d7119107-Reviews-Martis_Peak_Fire_Lookout-Truckee_Lake_Tahoe_California_California.html,10,"Hwy 267, Martis Peak Road , Truckee , CA",,,#18,49,
Truckee,Truckee Railroad Museum,https://www.tripadvisor.com/Attraction_Review-g33191-d6740474-Reviews-Truckee_Railroad_Museum-Truckee_Lake_Tahoe_California_California.html,12,"10075 Donner Pass Rd , Truckee , CA 96161-0317",,,#13,49,
Truckee,Rocking Stone Tower,https://www.tripadvisor.com/Attraction_Review-g33191-d156952-Reviews-Rocking_Stone_Tower-Truckee_Lake_Tahoe_California_California.html,7,"Commercial Row at Hidgh St. , Truckee , CA",530-587-2757,,#27,49,
Truckee,Mt Judah Loop Trail,https://www.tripadvisor.com/Attraction_Review-g33191-d10686070-Reviews-Mt_Judah_Loop_Trail-Truckee_Lake_Tahoe_California_California.html,2,"Donner Pass Road , Truckee , CA",,,#28,49,
Truckee,Tompkins Memorial Trail,https://www.tripadvisor.com/Attraction_Review-g33191-d8538509-Reviews-Tompkins_Memorial_Trail-Truckee_Lake_Tahoe_California_California.html,4,"Highway 267 , Truckee , CA",,,#22,49,
Truckee,Commercial Row and Jibboom Street,https://www.tripadvisor.com/Attraction_Review-g33191-d156949-Reviews-Commercial_Row_and_Jibboom_Street-Truckee_Lake_Tahoe_California_California.html,9,"Truckee , CA",530-587-2757,,#25,49,
Truckee,Truckee Bike Park,https://www.tripadvisor.com/Attraction_Review-g33191-d8552097-Reviews-Truckee_Bike_Park-Truckee_Lake_Tahoe_California_California.html,4,"12304 Joerger Dr , Truckee , CA 96161-3386",(530) 401-0513,,#21,49,
Truckee,Foothill Farmer's Market,https://www.tripadvisor.com/Attraction_Review-g33191-d156950-Reviews-Foothill_Farmer_s_Market-Truckee_Lake_Tahoe_California_California.html,1,"Highway 267 at Estates Drive , Truckee , CA",1-530-823-6183,,#34,49,
Truckee,Truckee Gallery,https://www.tripadvisor.com/Attraction_Review-g33191-d636090-Reviews-Truckee_Gallery-Truckee_Lake_Tahoe_California_California.html,4,"10950 Industrial Way # B102 , Truckee , CA 96161-0280",530-550-7797,,#26,49,
Truckee,Sierra Mountain Cemetery,https://www.tripadvisor.com/Attraction_Review-g33191-d528220-Reviews-Sierra_Mountain_Cemetery-Truckee_Lake_Tahoe_California_California.html,3,"Truckee , CA",,,#33,49,
Truckee,Northstar California Mountain Bike Park,https://www.tripadvisor.com/Attraction_Review-g33191-d268372-Reviews-Northstar_California_Mountain_Bike_Park-Truckee_Lake_Tahoe_California_California.html,14,"Truckee , CA",+1 916-562-1010,,#16,49,
Truckee,Art obsession,https://www.tripadvisor.com/Attraction_Review-g33191-d4598543-Reviews-Art_obsession-Truckee_Lake_Tahoe_California_California.html,2,"10052 Donner Pass Rd , Truckee , CA 96161-0314",,,#29,49,
Truckee,Tahoe Donner Downhill Ski Area,https://www.tripadvisor.com/Attraction_Review-g33191-d3898965-Reviews-Tahoe_Donner_Downhill_Ski_Area-Truckee_Lake_Tahoe_California_California.html,17,"11603 Snowpeak Way , Truckee , CA 96161-7094",530 587 9444,,#5,49,
Truckee,Donner Lake Watersports & Marina,https://www.tripadvisor.com/Attraction_Review-g33191-d7108373-Reviews-Donner_Lake_Watersports_Marina-Truckee_Lake_Tahoe_California_California.html,8,"15695 Donner Pass Rd Ste 101 , Truckee , CA 96161-3653",(530)582-5112,,#15,49,
Truckee,Boreal Mountain Resort,https://www.tripadvisor.com/Attraction_Review-g33191-d274015-Reviews-Boreal_Mountain_Resort-Truckee_Lake_Tahoe_California_California.html,75,"Interstate 80 at Castle Peak Exit , Truckee , CA 96160",530-426-3666,,#4,49,
Truckee,Coldstream Adventures,https://www.tripadvisor.com/Attraction_Review-g33191-d7394628-Reviews-Coldstream_Adventures-Truckee_Lake_Tahoe_California_California.html,6,"11760 Donner Pass Rd , Truckee , CA 96161-4916",(530) 582 - 9090,,#17,49,
Truckee,Eagle Ridge Snowmobile Outfitters,https://www.tripadvisor.com/Attraction_Review-g33191-d1739047-Reviews-Eagle_Ridge_Snowmobile_Outfitters-Truckee_Lake_Tahoe_California_California.html,7,"Truckee , CA",530 546-8667,,#20,49,
Truckee,Soda Springs Mountain Ski Resort,https://www.tripadvisor.com/Attraction_Review-g33191-d1026410-Reviews-Soda_Springs_Mountain_Ski_Resort-Truckee_Lake_Tahoe_California_California.html,22,"Truckee , CA 96160",530.426.3901,,#14,49,
Truckee,KidZone Museum,https://www.tripadvisor.com/Attraction_Review-g33191-d1234106-Reviews-KidZone_Museum-Truckee_Lake_Tahoe_California_California.html,25,"11711 Donner Pass Rd , Truckee , CA 96161-4954",530.587.KIDS (5437),,#9,49,
Truckee,Truckee River Winery,https://www.tripadvisor.com/Attraction_Review-g33191-d6028147-Reviews-Truckee_River_Winery-Truckee_Lake_Tahoe_California_California.html,6,"11467 Brockway Rd , Truckee , CA 96161-2115",530-587-4626,,#23,49,
Truckee,Old Truckee Jail Museum,https://www.tripadvisor.com/Attraction_Review-g33191-d291083-Reviews-Old_Truckee_Jail_Museum-Truckee_Lake_Tahoe_California_California.html,18,"Truckee , CA 96160",530-582-0893,,#8,49,
Truckee,Historic Downtown Truckee,https://www.tripadvisor.com/Attraction_Review-g33191-d10213176-Reviews-Historic_Downtown_Truckee-Truckee_Lake_Tahoe_California_California.html,39,"Donner Pass Road , Truckee , CA 96161",,,#3,49,
Santa Rosa,Carol Shelton Wines,https://www.tripadvisor.com/Attraction_Review-g33055-d2521279-Reviews-Carol_Shelton_Wines-Santa_Rosa_Sonoma_County_California.html,15,"3354B Coffey Ln , Santa Rosa , CA 95403-1917",707 575-3441,,#36,85,
Santa Rosa,Children's Museum of Sonoma County,https://www.tripadvisor.com/Attraction_Review-g33055-d6993896-Reviews-Children_s_Museum_of_Sonoma_County-Santa_Rosa_Sonoma_County_California.html,31,"1835 W Steele Ln , Santa Rosa , CA 95403-2628",707-546-4069,,#21,85,
Santa Rosa,Redwood Empire Ice Arena,https://www.tripadvisor.com/Attraction_Review-g33055-d269996-Reviews-Redwood_Empire_Ice_Arena-Santa_Rosa_Sonoma_County_California.html,61,"1667 W Steele Ln , Santa Rosa , CA 95403-2699",707-546-7147,,#17,85,
Santa Rosa,Howarth Park,https://www.tripadvisor.com/Attraction_Review-g33055-d8497914-Reviews-Howarth_Park-Santa_Rosa_Sonoma_County_California.html,38,"630 Summerfield Rd , Santa Rosa , CA 95405-5456",,,#15,85,
Santa Rosa,D'Argenzio Winery,https://www.tripadvisor.com/Attraction_Review-g33055-d6507061-Reviews-D_Argenzio_Winery-Santa_Rosa_Sonoma_County_California.html,7,"1301 Cleveland Ave , Santa Rosa , CA 95401-8838",+1 707-546-2466,,#19,26,
Santa Rosa,DeLoach Vineyards,https://www.tripadvisor.com/Attraction_Review-g33055-d1951303-Reviews-DeLoach_Vineyards-Santa_Rosa_Sonoma_County_California.html,54,"1791 Olivet Rd , Santa Rosa , CA 95401-3898",707.755.3300,,#31,85,
Santa Barbara,Shoreline Park,https://www.tripadvisor.com/Attraction_Review-g33045-d946219-Reviews-Shoreline_Park-Santa_Barbara_California.html,377,"Shoreline Drive and La Marina Drive , Santa Barbara , CA",805-64-5418,"??? Great place for picnic ??? This is a very accessible park with gorgeous ocean views and only steps from picnic tables. Public Restrooms also available. Bring your take-out from Lazy Acres on the Mesa, or... read more Reviewed 1 week ago DDSB , Santa Barbara, CA USA",#4,169,Nature & Parks
Santa Rosa,Benovia Winery,https://www.tripadvisor.com/Attraction_Review-g33055-d2137342-Reviews-Benovia_Winery-Santa_Rosa_Sonoma_County_California.html,19,"3339 Hartman Ln , Santa Rosa , CA 95401-3952",+1 707-921-1040,,#26,85,
