youTubeLinkIds@sourceA,attraction_name@sourceA,attraction_knownFor@sourceA,attraction_reviewComment@sourceA,attraction_ranking@sourceA,attraction_no_of_reviews@sourceA,attraction_contact@sourceA,attraction_in@sourceA,attraction_address@sourceA,attraction_url@sourceA,attraction_in_file@sourceA,mention_name@sourceB,mention_popularity@sourceB,mention_longitude@sourceB,mention_latitude@sourceB,no_of_blogFiles@sourceB,Confidence
"r1fE2KuRgHs,VrSYFEFy5rs,ztW_ejPY96Q",Mill Creek Trail,"ニ_ニ_ニ_ Hike at Your Own Risk! ニ_ニ_ニ_ Reviewed December 21, 2015 The Mill Creek Trail is defined as a moderate to difficult hiking trail. Trust me, in the winter months and especially after a nice 24-hour rain this trail is difficult to extreme. I was not prepared for the 6.5 miles - EACH WAY - nor was I prepared for the weather's impact on the hike. I made it 5.5 miles... More See all photos Helpful? 1 Thank Jeff E Report",,10,,,Whiskeytown,,https://www.tripadvisor.com/Attraction_Review-g60990-d9601300-Reviews-Mill_Creek_Trail-Whiskeytown_California.html,whiskeytown.json,miller creek trail,1,-119.290186,37.5072081,1,100
"YyVOqAFlm5E,M4ZIWkI7b0E,w3oOrhzKNNM",Mission Bay Park,"Beaches , Outdoor Activities , Nature & Parks",If you go to San Diego you must stop and visit Mission Bay Park. It's free great place and specially if you have kids.,27,365,+1 619-221-8900,San Diego,"2688 E Mission Bay Dr , San Diego , CA 92109-6802",https://www.tripadvisor.com/Attraction_Review-g60750-d116322-Reviews-Mission_Bay_Park-San_Diego_California.html,san_diego.json,mission bay ca,1,-122.3911711,37.7707742,116,100
"YyVOqAFlm5E,M4ZIWkI7b0E,w3oOrhzKNNM",Mission Bay Park,"Beaches , Outdoor Activities , Nature & Parks",If you go to San Diego you must stop and visit Mission Bay Park. It's free great place and specially if you have kids.,27,365,+1 619-221-8900,San Diego,"2688 E Mission Bay Dr , San Diego , CA 92109-6802",https://www.tripadvisor.com/Attraction_Review-g60750-d116322-Reviews-Mission_Bay_Park-San_Diego_California.html,san_diego.json,mission bay park,3,-117.2213463,32.77845005,10,100
"wHyp-6OcyEE,5QqDgtwEQsI,agaWKX1ilJU",Mission Beach,"Neighborhood: Mission Beach Beaches , Nature & Parks , Outdoor Activities",I walked over to Mission Beach from our hotel and was really glad I did. I really like having Pacific beach and Mission Beach connected by a long public walkway. While you will... read more,25,"1,469",,San Diego,"San Diego , CA 92109",https://www.tripadvisor.com/Attraction_Review-g60750-d104125-Reviews-Mission_Beach-San_Diego_California.html,san_diego.json,mission beach,13,-117.2525056,32.7827144,130,100
"tYNuR1oaQts,l2HN7P9Y7aE,Irpepb6OVAI",Mission District,,"The Mission District is a diverse area of the city...once a virtial melting pot of cultures, Chinese, Phillipino, Mexican and Eurooean. Now mostly Hispanic, has many good Mexican... read more",79,374,,San Francisco,"Mission St. between 16th and Army Sts. , San Francisco , CA",https://www.tripadvisor.com/Attraction_Review-g60713-d220163-Reviews-Mission_District-San_Francisco_California.html,san_francisco.json,mission district,4,-122.4191375,37.75993,14,100
"jXI5NH5fQy0,rrzJVIpaxiI,tX16ZV8M3R0",Mission San Antonio de Pala,,"This is a small mission, which I proported to be the oldest in the area. The bell tower is separated from the church, not a common construction in Missions. We observed the... read more",15,29,+1 760-742-3317,Escondido,"3015 Pala Mission Road , Escondido , CA 92059",https://www.tripadvisor.com/Attraction_Review-g32358-d116572-Reviews-Mission_San_Antonio_de_Pala-Escondido_California.html,escondido.json,mission san antonio de padua,3,-121.2499254,36.0152451,5,100
"jXI5NH5fQy0,rrzJVIpaxiI,tX16ZV8M3R0",Mission San Antonio de Pala,,"This is a small mission, which I proported to be the oldest in the area. The bell tower is separated from the church, not a common construction in Missions. We observed the... read more",15,29,+1 760-742-3317,Escondido,"3015 Pala Mission Road , Escondido , CA 92059",https://www.tripadvisor.com/Attraction_Review-g32358-d116572-Reviews-Mission_San_Antonio_de_Pala-Escondido_California.html,escondido.json,mission san antonio de pala,1,-117.0742748,33.3654913,5,100
"m4u9g432QD0,s_km69a5-Xw,seDIyhgNKGU",Mission San Fernando,"Neighborhood: North San Fernando Valley Specialty Museums , Museums",This is right near my house and many family members laid to rest nearby. There is a sense of tranquility at this Mission and holds a lot of history. Certainly recommend anyone to... read more,111,56,+1 818-361-0186,Los Angeles,"15151 San Fernando Mission Blvd. , Los Angeles , CA",https://www.tripadvisor.com/Attraction_Review-g32655-d144150-Reviews-Mission_San_Fernando-Los_Angeles_California.html,los_angeles.json,mission san fernando,2,-118.4442821,34.2832164,2,100
"eDHdrwhGeJo,4ZiDAnxeZXE,N7cbOG1IFsE",Mission San Francisco Solano,"Missions , Sights & Landmarks","The mission is small and it won't take much time to see the entire place, but it's right on the Sonoma Plaza so it's definitely worth taking in if you're visiting Sonoma... read more",19,106,7079381519,Sonoma,"114 Spain St. at First St. , Spain , Sonoma , CA",https://www.tripadvisor.com/Attraction_Review-g33107-d143736-Reviews-Mission_San_Francisco_Solano-Sonoma_Sonoma_County_California.html,sonoma.json,mission san francisco solano,2,-122.456102,38.2938923,2,100
"iXK91EeVHvE,ndHlFICT8vM,pSdopm2wsD8",Mission San Gabriel Archangel,"Missions , Specialty Museums , Sights & Landmarks , Museums","I've visited this site many times, but it had been a while. Mission San Gabriel was the fourth Mission founded in California and the first near what is now Los Angeles. Today the... read more",1,68,+1 626-457-3048,San Gabriel,"537 N Mission Dr , San Gabriel , CA 91775-2139",https://www.tripadvisor.com/Attraction_Review-g33015-d127320-Reviews-Mission_San_Gabriel_Archangel-San_Gabriel_California.html,san_gabriel.json,mission san gabriel arcangel,1,-118.1069881,34.0967696,1,100
"fI_yzfsnFPk,jLfji68c8Sk,72lc7PqtWfA",Mission San Miguel Arcangel,"Missions , Sights & Landmarks","Considering that the grounds were constructed in 1821, the buildings and church are in remarkably good condition. This is still an active facility and active church where... read more",1,102,+1 805-467-2131,San Miguel,"Mission Street , San Miguel , CA",https://www.tripadvisor.com/Attraction_Review-g33032-d143740-Reviews-Mission_San_Miguel_Arcangel-San_Miguel_San_Luis_Obispo_County_California.html,san_miguel.json,mission san gabriel arcangel,1,-118.1069881,34.0967696,1,100
"lcc1JCPKSWY,DEir7LVwEwI,BXdR8R0UEdE",Mission San Rafael Arcangel,"Missions , Sights & Landmarks",Went during the weekday. Was busy with school. Didn't go in. Beautiful grounds. Walked around and enjoyed the experience.,5,53,+1 415-456-3016,San Rafael,"1104 5th Ave , San Rafael , CA 94901-2916",https://www.tripadvisor.com/Attraction_Review-g33037-d308983-Reviews-Mission_San_Rafael_Arcangel-San_Rafael_Marin_County_California.html,san_rafael.json,mission san gabriel arcangel,1,-118.1069881,34.0967696,1,100
"8ZoKU3bHYJo,FIdT6MrgZzM,zSBndldl-RA",Mission San Juan Capistrano,"Specialty Museums , Museums",I have the swallows tattooed on me and I love their meaning! So it was really cool when I got to visit this mission and learn more about the history. I understand why the swallows... read more,1,"1,037",+1 949-234-1300,San Juan Capistrano,"26801 Ortega Hwy , San Juan Capistrano , CA 92675-2601",https://www.tripadvisor.com/Attraction_Review-g33022-d127321-Reviews-Mission_San_Juan_Capistrano-San_Juan_Capistrano_California.html,san_juan_capistrano.json,mission san juan capistrano,13,-117.6630617,33.50381465,44,100
"1PouQ-_DNRY,Xgjp42gWwL0,WMRsig7ywrY",Mission San Luis Rey,"Specialty Museums , Museums",i see the pics of the graveyard but what about the graveyard across the street that is fenced in on a dirt lot ? anybody know what that is about.,3,361,+1 760-757-3651,Oceanside,"4050 Mission Ave. , Oceanside , CA 92057",https://www.tripadvisor.com/Attraction_Review-g32815-d108660-Reviews-Mission_San_Luis_Rey-Oceanside_California.html,oceanside.json,mission san luis,1,-120.6640987,35.2807422,10,100
"1cQdt6jLPU0,JwECO7G8Bu0,4DzhfokDI04",Mission San Luis Obispo de Tolosa,"Missions , Sights & Landmarks","We arrived at Mission San Luis Obispo at 5:50 AM, enjoy walking around on to 7 AM until mass started. A nice lady who is in charge allowed my children and their friend and their... read more",2,452,+1 805-781-8220,San Luis Obispo,"751 Palm St , San Luis Obispo , CA 93401-3521",https://www.tripadvisor.com/Attraction_Review-g33026-d128038-Reviews-Mission_San_Luis_Obispo_de_Tolosa-San_Luis_Obispo_San_Luis_Obispo_County_California.html,san_luis_obispo.json,mission san luis obispo de tolosa,3,-120.6640987,35.2807422,58,100
"1PouQ-_DNRY,Xgjp42gWwL0,WMRsig7ywrY",Mission San Luis Rey,"Specialty Museums , Museums",i see the pics of the graveyard but what about the graveyard across the street that is fenced in on a dirt lot ? anybody know what that is about.,3,361,+1 760-757-3651,Oceanside,"4050 Mission Ave. , Oceanside , CA 92057",https://www.tripadvisor.com/Attraction_Review-g32815-d108660-Reviews-Mission_San_Luis_Rey-Oceanside_California.html,oceanside.json,mission san luis rey,4,-117.3235506,33.22648,39,100
"pBuoq7O-obQ,ZAG9wx84-MM,_fuN9p_pGR0",Mission Trails Regional Park,Nature & Parks,In the area for some vacation time and was looking for a place to get some exercise outside. The area has a nice nature center with some displays in good shape. There are a... read more,93,117,+1 619-668-3281,San Diego,"1 Father Junipero Serra Trl , San Diego , CA 92119-1008",https://www.tripadvisor.com/Attraction_Review-g60750-d534495-Reviews-Mission_Trails_Regional_Park-San_Diego_California.html,san_diego.json,mission trails regional park,1,-117.0366957,32.7958834,17,100
"msuM1v-Nnys,OgN_RW5nT3w,8cwtveAl51k",Moabi Regional Park,,"Went here with Boy Scout troop for a canoeing trip. Good deal for youth groups, $3pp per night. Plenty of tent camping space. Arrived late at night on a Friday, 24 hour guard let... read more",2,17,+1 760-326-3831,Needles,"11 mi southeast of Needles on Park Moabi Road , Park Moabi Road , Needles , CA 92363",https://www.tripadvisor.com/Attraction_Review-g32769-d532015-Reviews-Moabi_Regional_Park-Needles_California.html,needles.json,moabi regional park,1,-114.5108984,34.7274572,1,100
"yG3DcaPSqOk,bSNsoIVN_gc,u6i08UDfx_Q",Mojave River Forks Regional Park,,Nice place especially since they rebuilt the dam and Horseshoe Lake is back. Also there are always a lot of people fishing great place for birding,2,8,+1 760-389-2322,Hesperia,"18395 State Highway 173 , Hesperia , CA 92345-9735",https://www.tripadvisor.com/Attraction_Review-g32491-d3187670-Reviews-Mojave_River_Forks_Regional_Park-Hesperia_California.html,hesperia.json,mojave river forks regional park,1,-117.2659348,34.3304324,1,100
"CsixOw7oI3M,RKuj-trC1BM,Z1t-cNOmqsk",Monarch Butterfly Grove,"Nature & Wildlife Areas , Nature & Parks","We visited on November 3, 2016. At first we did not see the butterflies but when the docent showed us the scopes to look through and we realized that the leaves on the trees were... read more",1,661,+1 805-773-5301,Pismo Beach,"State Hwy 1 , Pismo Beach , CA",https://www.tripadvisor.com/Attraction_Review-g32894-d270504-Reviews-Monarch_Butterfly_Grove-Pismo_Beach_San_Luis_Obispo_County_California.html,pismo_beach.json,monarch butterfly grove,1,-120.6325606,35.1297605,1,100
#NAME?,Montana Avenue,"Neighborhood: Santa Monica Points of Interest & Landmarks , Sights & Landmarks","Great atmosphere, food was good, fries excellent. A little slow on drink orders but not an issue. Decor was pleasing to look at.",10,254,3103953314,Santa Monica,"Montana Avenue , Santa Monica , CA 90401",https://www.tripadvisor.com/Attraction_Review-g33052-d103426-Reviews-Montana_Avenue-Santa_Monica_California.html,santa_monica.json,montana avenue,6,-118.4725861,34.0505169,14,100
"uCnra4YXies,SwBt_b2eXgc,yXylk7F7vjM",Montana de Oro State Park,"State Parks , Nature & Parks","We love this beautiful state Park. Lots of cliffs, so keep the little ones close by. Romantic spot to go as well. Benches along the way. Outhouses are available. Beautiful place... read more",1,376,+1 805-528-0513,Los Osos,"Pecho Rd , Los Osos , CA",https://www.tripadvisor.com/Attraction_Review-g32661-d146244-Reviews-Montana_de_Oro_State_Park-Los_Osos_San_Luis_Obispo_County_California.html,los_osos.json,montana de oro state park,9,-120.8888312,35.2714109,78,100
"kDYaozlNFiA,QoeMSdZjGrQ,inLSFN7AJpE",Monterey Market,,"One of the things that I miss the most-- since I and my wife and son moved from Berkeley--is our regular shopping trips to Monterey Market. The variety of vegetables, herbs, and... read more",18,16,510-526- 6042,Berkeley,"1550 Hopkins St , Berkeley , CA 94707-2711",https://www.tripadvisor.com/Attraction_Review-g32066-d9883114-Reviews-Monterey_Market-Berkeley_California.html,berkeley.json,monterey area,1,-121.8604204,36.5646675,1,100
"kDYaozlNFiA,QoeMSdZjGrQ,inLSFN7AJpE",Monterey Market,,"One of the things that I miss the most-- since I and my wife and son moved from Berkeley--is our regular shopping trips to Monterey Market. The variety of vegetables, herbs, and... read more",18,16,510-526- 6042,Berkeley,"1550 Hopkins St , Berkeley , CA 94707-2711",https://www.tripadvisor.com/Attraction_Review-g32066-d9883114-Reviews-Monterey_Market-Berkeley_California.html,berkeley.json,monterey market,1,-122.2822245,37.88112935,1,100
"EvPd116o6c4,SVVoGSnPoM0,sH5SKn7D3ww",Moonlight Beach,"Beaches , Outdoor Activities , Nature & Parks",Beautiful area. Interesting houses near by that should be seen. Try local places to eat which are not typical so are unique to beach scene California. Forget the fast food joints... read more,2,445,7606332740,Encinitas,"Encinitas , CA 92024",https://www.tripadvisor.com/Attraction_Review-g32355-d1184881-Reviews-Moonlight_Beach-Encinitas_California.html,encinitas.json,moonlight beach,1,-117.2576219,32.814285,2,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities","Long well maintained boardwalk about 2 miles long. Across the street are eateries and hotels. Rest areas. We saw lots of whales, and dolphins. Nice beach to walk on... read more",4,289,,San Simeon,"San Simeon , CA 93452",https://www.tripadvisor.com/Attraction_Review-g33039-d254571-Reviews-Moonstone_Beach-San_Simeon_San_Luis_Obispo_County_California.html,san_simeon.json,moonstone bay,1,-117.3091775,33.2552085,3,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities",Moonstone Beach was amazing. It's just a hop skip and a jump from Hearst Castle. I love Moonstone Beach. It is truly a place of serenity and enjoyment. I loved the scarecrow... read more,1,"1,137",,Cambria,"Cambria , CA 93452",https://www.tripadvisor.com/Attraction_Review-g32148-d104595-Reviews-Moonstone_Beach-Cambria_San_Luis_Obispo_County_California.html,cambria.json,moonstone bay,1,-117.3091775,33.2552085,3,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities",We were here for a wedding and it served as a backdrop to the perfect spot. Awesome setting and big enough for many groups of beach goers too.,4,60,,Trinidad,"Trinidad , CA 95570",https://www.tripadvisor.com/Attraction_Review-g33188-d1080155-Reviews-Moonstone_Beach-Trinidad_Humboldt_County_California.html,trinidad.json,moonstone bay,1,-117.3091775,33.2552085,3,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities","Long well maintained boardwalk about 2 miles long. Across the street are eateries and hotels. Rest areas. We saw lots of whales, and dolphins. Nice beach to walk on... read more",4,289,,San Simeon,"San Simeon , CA 93452",https://www.tripadvisor.com/Attraction_Review-g33039-d254571-Reviews-Moonstone_Beach-San_Simeon_San_Luis_Obispo_County_California.html,san_simeon.json,moonstone beach,20,-121.1128747,35.573855,110,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities",Moonstone Beach was amazing. It's just a hop skip and a jump from Hearst Castle. I love Moonstone Beach. It is truly a place of serenity and enjoyment. I loved the scarecrow... read more,1,"1,137",,Cambria,"Cambria , CA 93452",https://www.tripadvisor.com/Attraction_Review-g32148-d104595-Reviews-Moonstone_Beach-Cambria_San_Luis_Obispo_County_California.html,cambria.json,moonstone beach,20,-121.1128747,35.573855,110,100
"SIU2W2EbccY,AUXviiTVsFo,MtavkbMoi2A",Moonstone Beach,"Beaches , Nature & Parks , Outdoor Activities",We were here for a wedding and it served as a backdrop to the perfect spot. Awesome setting and big enough for many groups of beach goers too.,4,60,,Trinidad,"Trinidad , CA 95570",https://www.tripadvisor.com/Attraction_Review-g33188-d1080155-Reviews-Moonstone_Beach-Trinidad_Humboldt_County_California.html,trinidad.json,moonstone beach,20,-121.1128747,35.573855,110,100
"aLzdtOcscx0,K_ph6knRmPg,mldG03jI3i8",Moonstone Drive,"Scenic Drives , Sights & Landmarks , Outdoor Activities","Wonderful views of the ocean, cliffs, rocks, distant mountains. However, why not park the car and walk on the boardwalk or the beach? The boardwalk is well maintained, there are... read more",2,447,,Cambria,"Moonstone Beach Drive , Cambria , CA 93428",https://www.tripadvisor.com/Attraction_Review-g32148-d288083-Reviews-Moonstone_Drive-Cambria_San_Luis_Obispo_County_California.html,cambria.json,moonstone drive,3,-118.1949773,34.078796,25,100
