"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"Santa Rosa Plateau Ecological Reserve","""Nature & Wildlife Areas , Nature & Parks""","""My family has been hiking the Santa Rosa trails for years. We hike, bike and run the trails. Recently I took my son and his friend to the Visitor Center loop so they could take... read more""","1","123","+1 951-677-6951","Murrieta","""39400 Clinton Keith Road , Murrieta , CA""","39400","-117.1735047","33.5982676","https://www.tripadvisor.com/Attraction_Review-g32764-d2471046-Reviews-Santa_Rosa_Plateau_Ecological_Reserve-Murrieta_California.html","murrieta.json","""AwYbreInWkE,p4dGqq1y43M,bFiF-LfaMss"""
"Black Market Brewing Company","","If you are an IPA person this should be your stop. Of the many local breweries in Temecula these folks are definitely the most hopcentric. About a dozen handles and only two were... read more","52","7","951.296.5039","Temecula","""41740 Enterprise Cir N , #109 , Temecula , CA 92590-5652""","41740","","","https://www.tripadvisor.com/Attraction_Review-g33165-d7918294-Reviews-Black_Market_Brewing_Company-Temecula_California.html","temecula.json","""j0cU4NJ3vnY,aIy57CVQgKI,yZWKRM7-JyU"""
"Tesoro Winery","","We stopped in Tesoro for a wine tasting on our way though. The property is beautiful and the wines were outstanding! We made sure to pick up a few bottles for the trip home. The... read more","41","27","+1 951-308-0000","Temecula","""43162 Black Deer Loop , Temecula , CA 92590-3466""","43162","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1460335-Reviews-Tesoro_Winery-Temecula_California.html","temecula.json","BK4V3EgKUCc"
"Refuge Brewery","","We had the pleasure of visiting last Saturday for Summer Fest III. After tasting a few of their awesome brews I picked Exile and spent the evening enjoying a delicious craft... read more","54","5","+1 951-506-0609","Temecula","""43040 Rancho Way Ste 200 , Temecula , CA 92590-5400""","43040","","","https://www.tripadvisor.com/Attraction_Review-g33165-d5865856-Reviews-Refuge_Brewery-Temecula_California.html","temecula.json","""O8uCWMGoeZM,3NEUahn96PY,uhVmgSoogNM"""
"Aces Comedy Club","","My wife and I had an absolute blast here! prices are pretty good. You can guarantee that we will be back!","4","15","+1 951-525-5653","Murrieta","""39745 Avenida Acacias , Murrieta , CA 92563-2203""","39745","","","https://www.tripadvisor.com/Attraction_Review-g32764-d3440730-Reviews-Aces_Comedy_Club-Murrieta_California.html","murrieta.json","""ETCO5ViWXc4,78Jayfn_w-Q"""
"St. Martha Catholic Church","","""St. Martha's is a reverent, yet delightful, place of Worship. Pastor Gregory is a convert minister from another Christian Faith tradition, and as such, is a member of a very... read more""","3","15","(951) 698-8180","Murrieta","""37200 Whitewood Rd , Murrieta , CA 92563-5040""","37200","","","https://www.tripadvisor.com/Attraction_Review-g32764-d7371233-Reviews-St_Martha_Catholic_Church-Murrieta_California.html","murrieta.json","""In3O7DG7dsE,Ct_cbzzexe8"""
"Epic Rollertainment","","We love Epic - from their clean rink to their helpful staff. Both our girls have learned to skate here as they offer 45 min lessons on Saturday mornings. We've even had a birthday... read more","5","6","+1 951-226-0602","Murrieta","""39809 Avenida Acacias , Murrieta , CA 92563-2205""","39809","","","https://www.tripadvisor.com/Attraction_Review-g32764-d5993665-Reviews-Epic_Rollertainment-Murrieta_California.html","murrieta.json","""3erq74wDz7k,CUS3Z_6j3b4,W_51nU4oMas"""
"Mulligan Family Fun Center","""Game & Entertainment Centers , Fun & Games""","""Arcade, restaurant, water park, mini golf, go carts, amusement rides... there is plenty to keep you and your kids busy here.""","2","54","+1 951-696-9696","Murrieta","""24950 Madison Ave , Murrieta , CA 92562-9714""","24950","","","https://www.tripadvisor.com/Attraction_Review-g32764-d2460058-Reviews-Mulligan_Family_Fun_Center-Murrieta_California.html","murrieta.json","""nybDTn0fuFQ,X8X_QENrw5Y,Lt31OLaHTJg"""
"Tenaja Falls","","It takes a little while to get there from the highway through a tiny winding road but well worth it when you get there. There is a small stream as you head up the mountain then... read more","7","11","","Murrieta","""Cleveland Forest Rd , Murrieta , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32764-d2578287-Reviews-Tenaja_Falls-Murrieta_California.html","murrieta.json","""zyxRCCqMSNw,B8U0yQGUR2c,v56GDlNOGTk"""
"Cougar Vineyard & Winery","""Wineries & Vineyards , Food & Drink""","Cougar is by far one of my favorite wineries. The fruity Italian wines keeps Cougar on the top of the list. The staff is friendly and knowledgeable. Views are great and the live... read more","18","96","+1 951-491-0825","Temecula","""39870 De Portola Rd , Temecula , CA 92592-8863""","39870","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1227908-Reviews-Cougar_Vineyard_Winery-Temecula_California.html","temecula.json","""3eWOxuowaH8,5chuXHfMItE,FC07C_Lig0s"""
"Churon Winery","","""I liked the Cabernet Sauvignon for $35. Other wines were just OK. The tasting fee of $10 was waived with the purchase of one bottle. Very nice tasting room, but you have to go... read more""","45","25","+1 909-694-9070","Temecula","""33233 Rancho California Rd , Temecula , CA 92591-5107""","33233","","","https://www.tripadvisor.com/Attraction_Review-g33165-d302729-Reviews-Churon_Winery-Temecula_California.html","temecula.json","""wPC02_TUsEQ,B2vkr_pY0Go,FcTjLBwfUNk"""
"""Lake Elsinore Storm, The Diamond""","""Sports Complexes , Fun & Games""","""I Had a very good time watching players that are trying to get ahead in a very competetive game,sTADIUM WAS SPECTACULAR and prices wre good.""","1","91","+1 951-245-4487","Lake Elsinore","""500 Diamond Dr , Lake Elsinore , CA 92530-4457""","92530","","","https://www.tripadvisor.com/Attraction_Review-g32595-d2218240-Reviews-Lake_Elsinore_Storm_The_Diamond-Lake_Elsinore_California.html","lake_elsinore.json","""oGGZGv5a6Zg,Tpsbw0n0olY,ybsUFwtXhoI"""
"Frangipani Estate Winery","","They try to stay with the Italian style of reds. I did not try any of the whites. The red flight we did was average. Very nice and welcoming staff. The owners are on the premises... read more","42","26","+1 951-699-8845","Temecula","""39750 De Portola Rd , Temecula , CA 92592-9628""","39750","","","https://www.tripadvisor.com/Attraction_Review-g33165-d3669999-Reviews-Frangipani_Estate_Winery-Temecula_California.html","temecula.json","""Hr7yrvFx-Kk,bcEH_Ad9z7w,i3paFe7NPrg"""
"Callaway Vineyard & Winery","","""It always helps to go with a wine club member to have access to the upstairs area. Great views and breezes. Adequate choices for both reds and whites. Strangely, we felt that the... read more""","16","123","+1 800-472-2377","Temecula","""32720 Rancho California Rd , Temecula , CA 92591-4925""","32720","","","https://www.tripadvisor.com/Attraction_Review-g33165-d276453-Reviews-Callaway_Vineyard_Winery-Temecula_California.html","temecula.json","""ITwT-n56oPU,D8JDrTzvGpc,DyaJ4R8WAxE"""
"Maurice Car'rie Winery/Van Roekel Vineyards","","Busy tasting room and we each had a regular tasting. Wines are good. They have a Sourdough Brie that the bake to order on-site and it is excellent. Taste the wine and buy the... read more","30","59","+1 951-676-1711","Temecula","""34225 Rancho California Rd , Temecula , CA 92591-5054""","34225","","","https://www.tripadvisor.com/Attraction_Review-g33165-d534319-Reviews-Maurice_Car_rie_Winery_Van_Roekel_Vineyards-Temecula_California.html","temecula.json","_IG8jKD9o6M"
"Lorenzi Estate Vineyards and Winery","","Beautiful property. A bit off the beaten path. Fantastic reds. Great staff. But comes with a price. :-(","43","13","(951) 506-1300","Temecula","""36095 Monte de Oro Rd , Temecula , CA 92592-8123""","36095","","","https://www.tripadvisor.com/Attraction_Review-g33165-d7113509-Reviews-Lorenzi_Estate_Vineyards_and_Winery-Temecula_California.html","temecula.json","""qqgkVbK4WRc,LUxSe2tTMEc"""
"Baily Winery","","""We didn't experience the restaurant or the winery, but I want to thank the owners for hosting Shakespeare in the Vines. Sadly, only about 20 people were in the audience for a... read more""","35","39","+1 951-676-9463","Temecula","""33440 La Serena Way , Temecula , CA 92591-5104""","33440","","","https://www.tripadvisor.com/Attraction_Review-g33165-d3195697-Reviews-Baily_Winery-Temecula_California.html","temecula.json","""UaU1Y8LtW-U,4YdISnqJ4UI,psgNrQ0hCrc"""
"Keyways Vineyard and Winery","","Took my daughter to Keyways for wine tasting. We did hit into a bit of a problem...they did not have our reservation. Luckily I still had my confirmation email but Unfortunately... read more","49","34","+1 877-539-9297","Temecula","""37338 De Portola Rd , Temecula , CA 92592-9024""","37338","","","https://www.tripadvisor.com/Attraction_Review-g33165-d276452-Reviews-Keyways_Vineyard_and_Winery-Temecula_California.html","temecula.json","""LBnbt9L8qbE,W5ar9Q0k_wE,upidbWs5tWM"""
"Thornton Winery","","We went to the tasting room and sampled a red wine flight which we enjoyed. We accidentally knocked over a glass spilling the wine and breaking the glass. The staff were so... read more","23","145","+1 909-699-3021","Temecula","""32575 Rancho California Rd , Temecula , CA 92591-4935""","32575","","","https://www.tripadvisor.com/Attraction_Review-g33165-d124560-Reviews-Thornton_Winery-Temecula_California.html","temecula.json","""rjpM_T8-GtU,TS-kA0lARIw,s7v7lKIuVJg"""
"Bel Vino Winery","","""This was the first of several wineries we visited. We dont go wine tasking too often and are not use to paying for this, so we were a little surprised with the $20/person charge... read more""","29","61","+1 951-676-6414","Temecula","""33515 Rancho California Rd , Temecula , CA 92591-4929""","33515","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1516863-Reviews-Bel_Vino_Winery-Temecula_California.html","temecula.json","""lCjk_0m3xLY,RWOkOf5Wpqs"""
"Monte De Oro Winery","""Wineries & Vineyards , Food & Drink""","This is one of the upscale wineries in Temecula. The entire tasting room was designed quite nice. The glass floor is a very nice touch. Very friendly and knowledgeable personnel... read more","25","93","+1 951-491-6551","Temecula","""35820 Rancho California Rd , Temecula , CA 92591-5126""","35820","","","https://www.tripadvisor.com/Attraction_Review-g33165-d2621461-Reviews-Monte_De_Oro_Winery-Temecula_California.html","temecula.json","""ntH0LJ8zaXM,PAFPYN544ZY,jMZrPzKU0t4"""
"Palumbo Family Vineyards & Winery","","""If you're coming for the party stick to the """"big box"""" wineries. If you're coming for the wine then this should be your next stop. Nestled off the trodden path, this family... read more""","26","64","+1 951-676-7900","Temecula","""40150 Barksdale Ln , Temecula , CA 92592-9122""","40150","","","https://www.tripadvisor.com/Attraction_Review-g33165-d554156-Reviews-Palumbo_Family_Vineyards_Winery-Temecula_California.html","temecula.json","""togltlgCDwQ,RlWclriLiis,an2vdS9mwJA"""
"Oak Mountain Winery","""Wineries & Vineyards , Food & Drink""","Visited this winery with our Cali friends and had the best tour and wine tasting of our lives. This winery is family owned and operated with an emphasis on treating their guests... read more","19","73","+1 951-699-9102","Temecula","""36522 Via Verde , Temecula , CA 92592-7840""","36522","","","https://www.tripadvisor.com/Attraction_Review-g33165-d2229773-Reviews-Oak_Mountain_Winery-Temecula_California.html","temecula.json","""Qo1IFsI-tpQ,5PsHbv2--fQ,peoNKx7tZws"""
"Lorimar Vineyards and Winery","""Wineries & Vineyards , Food & Drink""","""I loved ending our tour here. There was a lovely afternoon breeze, great views with a place to actually sit and enjoy it, live folky rock that you could dance to, and a food truck... read more""","20","103","+1 951-694-6699","Temecula","""39990 Anza Rd , Temecula , CA 92591-5005""","39990","","","https://www.tripadvisor.com/Attraction_Review-g33165-d2264900-Reviews-Lorimar_Vineyards_and_Winery-Temecula_California.html","temecula.json","""ZXxgJ7smAyk,Jx7IKHy7OQQ,aBELDxFwSsI"""
"Doffo Winery","""Wineries & Vineyards , Food & Drink""","Lots of antique motorcycles to look at displayed both inside and outside! We purchased a bottle of wine from the tasting room and able to relax and enjoy under the grape vine... read more","11","134","+1 951-676-6989","Temecula","""36083 Summitville , Temecula , CA""","36083","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1821959-Reviews-Doffo_Winery-Temecula_California.html","temecula.json","""OocyVF4cI2M,cBeleoOz7KM,vz2h6sCe9UA"""
"Foot Path Winery","","""Low-key, informal, in the barn winery. People who truly love making wines. Chatting with the owners was lovely; it was a pleasant respite from the fast pace of many vacations... read more""","77","18","+1 951-265-9951","Temecula","""36650 Glenoaks Rd , aka Foote Print Winery to fans , Temecula , CA 92592-8564""","36650","","","https://www.tripadvisor.com/Attraction_Review-g33165-d1730697-Reviews-Foot_Path_Winery-Temecula_California.html","temecula.json","""IfCfjOmDjEE,rW4tfOj1Kow,VaIU87cZRFA"""
"Chapin Family Vineyards","","If you love red wine in a very relaxed setting this is the place. You can either be served inside at the bar or they will come to your table to serve you. Chapin has a very quiet... read more","34","34","+1 760-473-7704","Temecula","""36084 Summitville St , Temecula , CA 92592-8349""","36084","","","https://www.tripadvisor.com/Attraction_Review-g33165-d2482011-Reviews-Chapin_Family_Vineyards-Temecula_California.html","temecula.json","""gHrNGt_ad10,DBxTyouCDds"""
"Lake Skinner","","""The ranger let us in on a 1/2 hour """"just looking"""" no cost """"freebie"""" pass, which worked well for us as this was a day of 115+ temperatures and we had no intentions of spending time... read more""","1","5","(951) 926-1541","Winchester","""37701 Warren Rd , Winchester , CA 92596-9744""","37701","","","https://www.tripadvisor.com/Attraction_Review-g33279-d7061424-Reviews-Lake_Skinner-Winchester_California.html","winchester.json","""Q8ZpiB4p338,d2Dw-gHfUCs,kyAraz7tNq4"""
"Winchester Farms Country Market","""“ Eclectic foods and memorabilia ” Reviewed July 6, 2016 Don't forget to stroll the exterior perimeter of the parking lot to explore to antique farming equipment (with genuine tumbleweeds stuck in their crevices). The farmers market inside has a wide variety of local treats and farm fresh veggies, but they were out of several things and it looks like resupply for some of the advertised goodies to this remote... More Helpful? Thank Kauai-Biz-Traveler Report""","","4","","","Winchester","","","","","https://www.tripadvisor.com/Attraction_Review-g33279-d10533139-Reviews-Winchester_Farms_Country_Market-Winchester_California.html","winchester.json","""2Dwn23cYgUw,JWNfXdeewRw"""
