attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file
Shettihalli Church,"Churches & Cathedrals , Sights & Landmarks","Well, this was not on our list but I am glad we visited this place. It is around 18-20km from the highway and roads are pretty good. This is an ancient ruins of a church in the... read more",3,91,,Hassan,"Hassan-Shettihalli Road | Near Gorur , Hassan , India",https://www.tripadvisor.com/Attraction_Review-g503696-d4139063-Reviews-Shettihalli_Church-Hassan_Karnataka.html,hassan.json
Sirimane Falls,"Waterfalls , Nature & Parks","Road to reach this place quite deserted. Try to reach as early as possible on weekends as the crowd increases after 10 am. If you go by 9 am, you can take good pictures and play... read more",2,41,,Sringeri,"5km from Kigga Village , Sringeri , India",https://www.tripadvisor.com/Attraction_Review-g1676033-d4084097-Reviews-Sirimane_Falls-Sringeri_Karnataka.html,sringeri.json
Adi Shankara Temple,,"You can buy chutney jars from here and other stuff, A hanging bridge is nearby. Well developed city for a stay also.",3,37,,Sringeri,"Chickmagalur District , Sringeri 577139 , India",https://www.tripadvisor.com/Attraction_Review-g1676033-d3149570-Reviews-Adi_Shankara_Temple-Sringeri_Karnataka.html,sringeri.json
kigga:: rishyasringa maharshi,,Temple and surroundings are good. Very old temple and one of the priest explains is the story. The word Sringeri also associated with Rishya Sringa maharshi.,4,13,,Sringeri,"10km from sringeri , Sringeri , India",https://www.tripadvisor.com/Attraction_Review-g1676033-d5507986-Reviews-Kigga_rishyasringa_maharshi-Sringeri_Karnataka.html,sringeri.json
Vidyashankara Temple,,this is a historic temple with sculptures - the space inside the temple is really cramped but try concentrating and meditate - you will reach out to shiva - dont miss the fish in... read more,5,9,,Sringeri,"Chikmagalur District , Sringeri , India",https://www.tripadvisor.com/Attraction_Review-g1676033-d2667810-Reviews-Vidyashankara_Temple-Sringeri_Karnataka.html,sringeri.json
Shri Bhagwan Bahubali Digambar Jain Statue,"“ Tall but no use ” Reviewed August 26, 2016 via mobile It is within close distance from main temple near the arch up above the hill. Few stairs around 200 can be climbed or car goez to top. Nothing great other than statue. You will get wet in rainy season Helpful? Thank gdas Report",,5,,,Dharmasthala,,https://www.tripadvisor.com/Attraction_Review-g608473-d10596799-Reviews-Shri_Bhagwan_Bahubali_Digambar_Jain_Statue-Dharmasthala_Karnataka.html,dharmasthala.json
Kalaseshwara Temple,,"Beautiful and calm ancient Shiva Temple at Kalasa, felt very peace at the place , need to remove our shirt before entering temple sanctum as respect, near temple shops sell all... read more",1,11,,Kalasa,"Kalasa Main Rd , Kalasa 577124 , India",https://www.tripadvisor.com/Attraction_Review-g3247555-d8392785-Reviews-Kalaseshwara_Temple-Kalasa_Karnataka.html,kalasa.json
Manjusha Museum,,The Museum is one of the best with different variety of very old artifacts used in the day to day and other social and religious activities. It is very neatly maintained and near... read more,2,24,,Dharmasthala,"South of Lord Manjunatha Temple , Dharmasthala , India",https://www.tripadvisor.com/Attraction_Review-g608473-d3731063-Reviews-Manjusha_Museum-Dharmasthala_Karnataka.html,dharmasthala.json
Kalasa,,Visited this place during this weekend. Took a room at a nearby lodge. 500 rupees for 24 hours. decent lodge. visited Yatri Nivas for breakfast near petrol pump. good food.,15,31,,Chikamagalur,"Bhadra River , Chikamagalur , India",https://www.tripadvisor.com/Attraction_Review-g297629-d3269926-Reviews-Kalasa-Chikamagalur_Karnataka.html,chikamagalur.json
Agara Lake,,I visited this lake with my friend in the evening. It was really good near the entrance. We sat on the grass for quiet long time. The breeze was very splendid. When talking a walk... read more,136,14,,Bengaluru,"Outer Ring Road, Agara Village | Near HSR Layout , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4422048-Reviews-Agara_Lake-Bengaluru_Karnataka.html,bengaluru.json
1 MG Lido Mall,,"The mall is rather small, but the best thing is the supermarket, which is also not too big, but has lots of choices if Indian food is not your favorite. Good bread, meat, fruit... read more",57,58,+91.80.2208.6573,Bengaluru,"172 Swami Vivekananda Road , Bengaluru 560008 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3150243-Reviews-1_MG_Lido_Mall-Bengaluru_Karnataka.html,bengaluru.json
Sri Someshwara Swamy Temple,,"My Great Grandfather used to perform pooja to Kamakshi goddess. Earlier they didn't know there was Kalyani, later while digging up for some purpose they found out water coming out... read more",67,29,+91 80 6580 3486,Bengaluru,"13 Sri Someshwara Swamy Temple Shop No | Someshwarpura, Ulsoor - (Halasuru) , Bengaluru 560008 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7198242-Reviews-Sri_Someshwara_Swamy_Temple-Bengaluru_Karnataka.html,bengaluru.json
Kote Venkataramana Temple,,"From childhood, I’ve been going to Kote Kovil, which is centuries old. I believe it’s over three centuries old. It’s a stone structure & every time I visit the historic temple... read more",99,13,,Bengaluru,"Krishnarajendra Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4401139-Reviews-Kote_Venkataramana_Temple-Bengaluru_Karnataka.html,bengaluru.json
Dharmaraya Swamy Temple,,"built in truely south indian style, the temple is of the pandavas and Sri krishna, it is famous for the yearly karaga festival",113,7,,Bengaluru,"Dharmaraya Swamy Temple Road | OTC, Road,Thigalarpet,, Nagarathpete , Bengaluru 560002 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d9849761-Reviews-Dharmaraya_Swamy_Temple-Bengaluru_Karnataka.html,bengaluru.json
Vasantha Vallabharaya Temple,,"Vasantapura seems to be outskirts, but the temple is fantastic, and most of the times you can find some or the other pooja being performed, many people gather. My son enjoyed... read more",70,22,,Bengaluru,"Vasantapura , Bengaluru 560076 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d6664516-Reviews-Vasantha_Vallabharaya_Temple-Bengaluru_Karnataka.html,bengaluru.json
Sree Kanteerava Stadium,,Visited this stadium twice....once for a football match of Bangalore FC vs Pune and second time for Adidas uprising event. Well maintained stadium. Ample of parking space inside... read more,77,26,+91 80 2221 3397,Bengaluru,"Sports Complex, Cubbon Road, Kasturba Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4400976-Reviews-Sree_Kanteerava_Stadium-Bengaluru_Karnataka.html,bengaluru.json
Lingabudi Lake,,"Lingambudhi lake is a quiet lake. Only frequented by morning walkers and bird lovers. The lake boasts of a large population of birds like Black Winged Stilts, Spot-billed Ducks... read more",50,9,,Mysuru (Mysore),"Srirampura | 8 Km from Mysore , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3705077-Reviews-Lingabudi_Lake-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Raja's Tomb ( Gadhige),,Overall there was not much to see a big garden with a tomb when we visited hardly there was anyone Nice place to take rest if you have busy schedule you can miss,3,375,+91 74115 40530,Madikeri,"Madikeri 571201 , India",https://www.tripadvisor.com/Attraction_Review-g641714-d5018151-Reviews-Raja_s_Tomb_Gadhige-Madikeri_Kodagu_Coorg_Karnataka.html,madikeri.json
Kotebetta,,Nice & excellent view from all around the area with nice climatic season over here to stay & enjoy beauty of nature,5,31,,Madikeri,"| Somvarpet, Coorg , Madikeri , India",https://www.tripadvisor.com/Attraction_Review-g641714-d7964025-Reviews-Kotebetta-Madikeri_Kodagu_Coorg_Karnataka.html,madikeri.json
Chelavara Falls,"Waterfalls , Nature & Parks",The water flow is very dense and thrilling we could not go close to it Because the approach to it wasvery steep and risky but nice for youngsters,4,126,+91 74115 40530,Madikeri,"2 Km From Choma Kund Hill , Madikeri , India",https://www.tripadvisor.com/Attraction_Review-g641714-d4138680-Reviews-Chelavara_Falls-Madikeri_Kodagu_Coorg_Karnataka.html,madikeri.json
Abbey Falls,,"Should not miss, Nice falls, Could not go near the water but had lot of pics's. Hanging bridge was stopped. Poor Parking place.",2,"1,777",+91 74115 40530,Madikeri,"Madikeri , India",https://www.tripadvisor.com/Attraction_Review-g641714-d1959567-Reviews-Abbey_Falls-Madikeri_Kodagu_Coorg_Karnataka.html,madikeri.json
Thonnur Lake,,This large lake consists of transparent light green water. Its elevated location and the surrounding stoney hill enhance its beauty. It has a long mythological history... read more,34,43,,Mysuru (Mysore),"Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d1223612-Reviews-Thonnur_Lake-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Kukkarahalli Lake,"Bodies of Water , Nature & Parks","Had a nice walk here the other evening. Views of the lake fantastic, very rustic, and shaded so it's great to jog or walk. Seems like the locals already know that. Must visit... read more",25,83,,Mysuru (Mysore),"Mysore University Campus | 3 Km from Railway Station , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3705777-Reviews-Kukkarahalli_Lake-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Avadhoota Datta Peetham,"Sacred & Religious Sites , Sights & Landmarks",Best place to visit especially for Bird lovers. There is also a Bonsi Garden. One can see a wide variety of free birds here.,12,115,+91 821 248 6486,Mysuru (Mysore),"Datta Nagar | Datta Nagar, Ooty Road , Mysuru (Mysore) 570025 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3427265-Reviews-Avadhoota_Datta_Peetham-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Raja's Seat,,We visited the place in the evening. There is nominal entry fee + parking fee if you have own vehicle. The garden is well maintained and offer nice view of Coorg.,7,606,+91 74115 40530,Kodagu (Coorg),India,https://www.tripadvisor.com/Attraction_Review-g503697-d3643167-Reviews-Raja_s_Seat-Kodagu_Coorg_Karnataka.html,kodagu_(coorg).json
Iruppu Falls,"Waterfalls , Nature & Parks",Be there before 5pm. Take dress for change. Changing rooms for ladies available. 50 rupee entrance fee per head. 750 metre walk in the forest and u will reach foot of the falls... read more,3,270,,Kodagu (Coorg),"Coorg | Kurchi Viiage,South Kodagu , 571217 , India",https://www.tripadvisor.com/Attraction_Review-g503697-d1752127-Reviews-Iruppu_Falls-Kodagu_Coorg_Karnataka.html,kodagu_(coorg).json
Kabini Dam,"Dams , Nature & Parks",I think this place has value to visit .becaus you can enjoy from clean weather and make a good time for youself in totally i like that.,35,45,,Mysuru (Mysore),"Heggadadevanakote Taluk | Akbini River , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3748526-Reviews-Kabini_Dam-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Bandipur National Park and Tiger Reserve,,A good place for nature lovers and Wildlife lovers. But if you want to have a closer watch on wild life use Jeeps don't go for busses. Slightly expensive but worth. There is a... read more,1,547,+91 82292 36043,Bandipur,"| Mysore (Nanjungud and H.D.Kote taluks) and Chamarajanagar (Gundlupet taluk) districts , Bandipur 571126 , India",https://www.tripadvisor.com/Attraction_Review-g1143922-d1052250-Reviews-Bandipur_National_Park_and_Tiger_Reserve-Bandipur_Karnataka.html,bandipur.json
BRT Wildlife Sanctuary,,"BRT is off the main circuit of Bandipur-Kabini-Masinagudi, ensuring that it is not crowded with safari vehicles. The price point gives you the flexibility to go to one of the... read more",3,46,,Bandipur,"East of the Western Ghats | Chamarajnagar , Bandipur , India",https://www.tripadvisor.com/Attraction_Review-g1143922-d2108404-Reviews-BRT_Wildlife_Sanctuary-Bandipur_Karnataka.html,bandipur.json
Biligirirangan Hills,"Geologic Formations , Nature & Parks",Visited the place early this month with my wife.I was searching for place close to Bangalore for a weekend drive.Saw the review on TripAdvisor and decided to visit there... read more,2,42,+91 74068 35819,Bandipur,"Chamarajanagar , Bandipur , India",https://www.tripadvisor.com/Attraction_Review-g1143922-d3729665-Reviews-Biligirirangan_Hills-Bandipur_Karnataka.html,bandipur.json
Malai Mahadeshwara Temple,,Sri Male Mahadeshwara is a very popular Shaiva pilgrim temple and one of the most powerful shiva temple. Temple located nice valley and surrounded by lash greenish hills. Nice... read more,4,12,+91 82252 72270,Bandipur,"Male Mahadeshwara Betta , Bandipur 571490 , India",https://www.tripadvisor.com/Attraction_Review-g1143922-d3704985-Reviews-Malai_Mahadeshwara_Temple-Bandipur_Karnataka.html,bandipur.json
Biligiri Rangaswamy Temple,,"Its a nice plaec to visit, if you are going to BR hills. You can reach this place in your vehicle. Even a bus can reach to this place. The view from the temple is amazing. And... read more",2,33,,Chamarajanagar,"Biligirirangana Hills , Chamarajanagar , India",https://www.tripadvisor.com/Attraction_Review-g4093414-d3170945-Reviews-Biligiri_Rangaswamy_Temple-Chamarajanagar_Karnataka.html,chamarajanagar.json
Suvarnavathi Dam,,This is natures beauty unfolded in the form of river and nearby beautiful surroundings. This is nice tourist and picnic place around 20 kms from the Mysur city. Good transport... read more,61,3,,Mysuru (Mysore),"Chamrajnagar , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3781122-Reviews-Suvarnavathi_Dam-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Brahmagiri Hill,"Mountains , Nature & Parks","You will spot wild elephants for sure! On my trek to Brahmagiri hills, I got to see footprints of a big cat. The footprints were pressed deeper in the mud near a little stream on... read more",18,45,,Kodagu (Coorg),India,https://www.tripadvisor.com/Attraction_Review-g503697-d1536843-Reviews-Brahmagiri_Hill-Kodagu_Coorg_Karnataka.html,kodagu_(coorg).json
